,rid,created_at,cleaned_text,followers,retweets,favourited,label
1763,553544336475168769,09 Jan 2015 13:30:28,eiffel tower went dark last night remember victims charliehebdo httptcobrbnu7lcih jesuischarlie httptcox41dzxqxqj,27782,106,109,2
1764,553544419602104320,09 Jan 2015 13:30:48,developing reported dead second hostage situation paris grocery store httptcof4k3c1lot7,4734461,252,63,3
1765,553544566042009600,09 Jan 2015 13:31:23,photo posted online shows scene paris supermarket gunman reportedly holding hostages httptcoya62ohlzbz httptcohv8jt1fgum,12934651,1111,297,2
1766,553544694765215745,09 Jan 2015 13:31:54,french police publishes photos suspect yesterdays montrouge shooting maybe persons kosher market httptcoj5nqil4ytu,6551,171,20,1
1767,553545000110538753,09 Jan 2015 13:33:07,jewhatred explains europeans pretend israels enemies wests muslims murder jews charliehebdo paris,85012,191,117,2
1768,553545384069328896,09 Jan 2015 13:34:38,hackers supporting isis hacking french websites putting anticharlie hebdo messages httptcowagr2b9ojf httptcobz5r0djkme,5891,127,44,2
1769,553545386082979841,09 Jan 2015 13:34:39,police release pictures man woman suspected shooting policewoman parisattacks httptcozzigbwomcp httptcofwki6cyfk4,1793304,215,39,2
1770,553545782050045952,09 Jan 2015 13:36:13,prince harry signs book condolence french embassy london charliehebdo via franceintheuk httptcogin3gk9wjp,56462,246,211,2
1771,553545857304629248,09 Jan 2015 13:36:31,police arrive hostage situation scene eastern paris live httptcofn6v7h6ibp httptcosaszitkznh,844182,101,29,2
1772,553545906155712512,09 Jan 2015 13:36:43,breaking gunman linked charlie hebdo shooters takes hostages kosher grocery store httptcoopzgxuhylv,6716899,182,40,1
1773,553546029212389376,09 Jan 2015 13:37:12,breaking reports dead paris kosher supermarket hostage situation httptcovsvzvwiq19,1411853,111,23,3
1774,553546063752478722,09 Jan 2015 13:37:20,least two killed hostage drama east paris photo martinbureau1 afp httptcozvcbbtgvnm,36702,537,68,3
1775,553546292748898304,09 Jan 2015 13:38:15,charliehebdo attack shows complete change terrorist methods french fm laurentfabius tells httptcobywd4rffpk,1214740,177,91,2
1776,553546551709409280,09 Jan 2015 13:39:16,frances famous cartoonist year old uderzo father asterix comes retirement charliehebdo httptcoq85uwyqc5f,96624,480,294,2
1777,553546679161745408,09 Jan 2015 13:39:47,french police looking two suspects montrouge shooting httpstco3gac1myxzz httptco5wx2rpogf5,9221,109,18,2
1778,553546878902861825,09 Jan 2015 13:40:34,french police release pic two suspects thursday shooting officer hostage situation unfolds paris httptcobkwxvlr4yh,3036170,231,71,2
1779,553546967281061888,09 Jan 2015 13:40:56,french police release pictures two suspects described armed dangerous httptco2j4wqdjntp httptcokynwo7glgq,477873,206,22,2
1780,553547270264979456,09 Jan 2015 13:42:08,breaking police official hostagetaker paris market appears linked newspaper attack suspects,4552499,456,74,1
1781,553547629963911170,09 Jan 2015 13:43:34,police hostage situations near paris believed related charliehebdo attack httptcoibjiibfuz8httpstcoty3vfotldq,15407095,249,59,2
1782,553547637832843264,09 Jan 2015 13:43:35,french police getting ready usetanks two terrorists dammartin siege charliehebdo httptcok3tdkjsouk,402,270,57,2
1783,553547659404148736,09 Jan 2015 13:43:41,urgent french police release names mug shots suspects montrouge shooting httptcoci8cztqje6 httptcohgur2x3y6a,843583,214,36,2
1784,553547836517007360,09 Jan 2015 13:44:23,breaking police hostagetaker paris market suspect slaying policewoman day earlier,4552529,369,74,1
1785,553548404102414337,09 Jan 2015 13:46:38,still amazed uderzos tributes charliehebdo hes style line attitude unchanged inimitablegaul httptcogerlpc0x3u,31037,214,118,2
1786,553548440563908611,09 Jan 2015 13:46:47,call foolish girl holding jesuischarlie hiding face ghostly looking aleppo syria made cry httptcobfgf3edoau,5860,2561,1533,2
1787,553548487225532416,09 Jan 2015 13:46:58,new world live charliehebdo httptcofzwe7o4pb4,2849,599,268,2
1788,553548567420628992,09 Jan 2015 13:47:17,afp reports dead hostages held kosher store eastern paris separate incident charlie hebdo shooters,7910,105,11,3
1789,553549680538578944,09 Jan 2015 13:51:42,pictures french cops close suspected charliehebdo terrorists outside paris httptcoyioy54cqri httptcoigpf43hrsy,2006359,133,66,2
1790,553549686129561600,09 Jan 2015 13:51:44,update gunman kosher grocery store demanding release suspects charliehebdo shooting reports httptco1y123fisl2,843601,304,41,3
1791,553550030553243650,09 Jan 2015 13:53:06,armed dangerous appeal info suspects policewoman shooting parisattacks httptcozzigbwomcp httptcolu5qep82ou,1793618,154,33,2
1792,553550301886955520,09 Jan 2015 13:54:11,breaking one person seriously wounded six taken hostage incident kosher supermarket paris police source,5829920,745,119,3
1793,553550448154910720,09 Jan 2015 13:54:45,five hostages held kosher grocery store east paris httptcow8uiyqeqtm httptcoufnpeqxvli,5586438,171,47,1
1794,553550888770740224,09 Jan 2015 13:56:31,police surround business two suspects charlie hebdo attack may barricaded httptcoptzqlm1mpy httptcotabppjpb4q,14706174,457,278,2
1795,553551148280729602,09 Jan 2015 13:57:32,everyone blamed charliehebdo cartoons provoking slaughter tell dead shoppers kosher supermarket paris,28753,106,43,2
1796,553551225560764416,09 Jan 2015 13:57:51,breaking another shooting hostage situation reported paris least dead httptcodysuh2lhh3,5921721,117,54,3
1797,553551279620755458,09 Jan 2015 13:58:04,james obrien master class deal people demanding muslims apologise charliehebdo httpstcol5qvl7m2ca,90448,112,70,2
1798,553551282967830528,09 Jan 2015 13:58:05,shootouts aimed stalling charliehebdo manhuntseehttptcouwykr50vnm httptcojbr2c4lhq6,14926,230,77,2
1799,553551286793416704,09 Jan 2015 13:58:05,suspects thursday slaying policewoman current hostage situation east paris afp httptcosdwgb6gedw,213434,117,19,1
1800,553551435762503681,09 Jan 2015 13:58:41,one say surprise july windowsmashing rioters stormed thru paris chanting gas jews httptcokrrneist27,95189,364,104,2
1801,553551598954491904,09 Jan 2015 13:59:20,police official hostagetaker paris market appears linked newspaper attack suspects httptcorhlq7zchke,4552810,169,24,1
1802,553551934251343872,09 Jan 2015 14:00:40,latest pictures hostage situation kosher grocer french capital parisattacks httptcozzigbwomcp httptco5dkrz2szyx,1793825,241,58,2
1803,553552293371871233,09 Jan 2015 14:02:05,police officer scene paris hostage situation tells bbc two people confirmed died httptco0wlouy8soe,12935561,1259,254,3
1804,553552493561798656,09 Jan 2015 14:02:53,police forces take position kosher grocery store saintmande near porte de vincennes paris afp httptcoankbztmtsj,36883,193,24,2
1805,553552772277481472,09 Jan 2015 14:04:00,bibis vulgarity using paris shooting justify israeli colonialism haaretzhttptcofsbo5fg2ai charliehebdo httptcoynf3jt6q5m,38885,103,34,2
1806,553552825431883776,09 Jan 2015 14:04:12,breaking unconfirmed reports gunman trocadero near eiffel tower paris info available,15155,103,10,0
1807,553553112456499200,09 Jan 2015 14:05:21,hostages taken paris kosher supermarket live coverage httptcoppdztg397o httptcosftrtky2wr,234814,191,42,2
1808,553553173743677440,09 Jan 2015 14:05:35,trocadero square paris evacuated policemen pointing gunhttptcou6qjxnuiby via melodiepeps,6588,165,30,0
1809,553553202197827584,09 Jan 2015 14:05:42,location paris hypercacher supermarket gunman taken hostages httptconecgqgr3y6 httptcolmqbbwh9hu,22148,265,73,2
1810,553553244845522945,09 Jan 2015 14:05:52,hostagetaker paris grocery suspect fatal shooting officer official confirms shooting linked newspaper attack ap,7198067,296,59,1
1811,553553288625672192,09 Jan 2015 14:06:03,breaking paris hostagetaker knows one charlie hebdo killer source,309811,175,19,1
1812,553553331671408641,09 Jan 2015 14:06:13,armed police arrest young people scooter arrive near kosher store parisattacks httptcom4ah8cyxma httptcorjtnwgjn8l,1793658,841,171,2
1813,553553724548059137,09 Jan 2015 14:07:47,french police hostagetaker paris market linked charliehebdo attack httptcoyfzbnizmak httptco4hvvuhdg4c,4880683,112,41,1
1814,553553813542797312,09 Jan 2015 14:08:08,trocadero square paris evacuated policemen pointing gunhttptco3fcxh6sgp8 via melodiepeps,14973,110,13,0
1815,553553966970044416,09 Jan 2015 14:08:44,president upset terrorist attack paris taking attention away,48790,271,192,2
1816,553554032745525249,09 Jan 2015 14:09:00,mrjamesob gave masterclass dealing people demand apology muslims charliehebdo attack httptco4y9obxtwvf,90369,329,175,2
1817,553554351633858560,09 Jan 2015 14:10:16,breaking trocadero square paris evacuated unconfirmed reports gunman httptcoxwrehwquxs,3882,113,11,0
1818,553554585634496512,09 Jan 2015 14:11:12,reports armed incident trocadero near eiffel tower parisattacks httptcoatmbpjww3b httptcou7dxrdphei,1793761,1115,176,0
1819,553554835203956736,09 Jan 2015 14:12:11,reports possible fourth shooting incident trocadero near eiffel tower trying get confirmation,200544,181,13,0
1820,553555156391186432,09 Jan 2015 14:13:28,charliehebdo hundreds muslims gather outside grande mosquee strasbourg observe minute silence httptcolec7stybfn,36919,815,311,2
1821,553555207410700289,09 Jan 2015 14:13:40,journalists charlie hebdo took first step toward publishing next issue httptcov5p4m6cfdr,14706633,256,181,2
1822,553555293645590528,09 Jan 2015 14:14:01,heres grocery store eastern paris hostage crisis unfolding httptcor4rg2j2maq httptcokvzjb8m9rh,820511,122,24,2
1823,553555389611274240,09 Jan 2015 14:14:24,rip ahmedmerabet muslim police officer murdered trying save charliehebdo mocked faith jesuisahmed httptcoins879nj8k,302279,1064,510,2
1824,553555432577708032,09 Jan 2015 14:14:34,year paris mobs attacked synagogues synagogues repeatedly shot antisemitic rapes hostages,15553,119,27,2
1825,553555593034596352,09 Jan 2015 14:15:12,death faith west makes harder us engage islam httptcoki4uunhfcy pic rex httptcohdarguotts,780690,109,55,2
1826,553555600911925249,09 Jan 2015 14:15:14,french media report trocadero near eiffel tower paris evacuated police deployed,1379688,549,65,0
1827,553555705945288704,09 Jan 2015 14:15:39,french society rose nobly said jesuischarlie must stand jewish community say jesuisjuif jew,25060,209,150,2
1828,553555848794877952,09 Jan 2015 14:16:13,horrible paris deal violent attacks way start,885870,200,294,2
1829,553555948883959809,09 Jan 2015 14:16:37,world must know namefreeraif raifbadawijesuischarlie jesuisraifread httptcoctrninqqdapls rt httptcouwzwfkhxjq,1026,197,43,2
1830,553555979238129664,09 Jan 2015 14:16:44,another shooting reported trocadero near eiffel tower live updates httptcoci8cztqje6,843663,243,32,0
1831,553556060569862145,09 Jan 2015 14:17:04,trocadero fasle alert ministry interior via williammolinie,6598,211,23,0
1832,553556643456507904,09 Jan 2015 14:19:23,armed french police trocadero paris httptcozpjz7m5ns3,1794927,106,28,0
1833,553556728651210753,09 Jan 2015 14:19:43,developing terrorists take hostages two different paris locations httptcoebbk7ny8cx,4734742,238,66,2
1834,553556844665659392,09 Jan 2015 14:20:11,suspect montrouge killing also suspected todays market standoff paris source tells cnn affiliate bfmtv httptco7bxdhozq4h,22713961,228,123,1
1835,553556984273072128,09 Jan 2015 14:20:44,update security alert trocadero near eiffel tower paris appears false alarm,213331,128,24,0
1836,553557308937363458,09 Jan 2015 14:22:01,trocadero bad feeling today,362556,1527,1389,0
1837,553557753558757376,09 Jan 2015 14:23:47,people believed hostages paris market source tells bfmtv interior ministry hasnt confirmed number httptco7bxdhozq4h,22713934,521,183,1
1838,553558108866637824,09 Jan 2015 14:25:12,world stood united defend free expression jesuischarlie must stand united defend human life jesuisjuif jew,1239,130,77,2
1839,553558126147149825,09 Jan 2015 14:25:16,people showing jesuischarlie signs demonstrations solidarity around world charliehebdo attacks httptcoarmanztehm,2396,159,78,2
1840,553558131369062400,09 Jan 2015 14:25:17,update french interior ministry says trocadero security scare false alarm parisattacks httptcoatmbpjww3b httptcotsufvsvt8u,1794290,241,50,0
1841,553558385048944640,09 Jan 2015 14:26:18,suspect paris kosher supermarket siege killed two people holding hostages httptco5svewdrw1f,14706928,288,67,3
1842,553558513210105856,09 Jan 2015 14:26:48,update french interior ministry says incident led evacuation trocadero near eiffel tower paris false alarm,1379846,219,32,0
1843,553558611306090496,09 Jan 2015 14:27:12,liberal journos say dont label guys muslim terrorists rare incident charliehebdo httptcojaec3prd3z,4187,128,88,2
1844,553558824720666628,09 Jan 2015 14:28:03,tweeted jesuischarlie wont tweet jesuisjuif today think figure reason httptcoevtoybvlrp,85639,548,255,2
1845,553558982476828674,09 Jan 2015 14:28:40,israeli tv israeli woman speaks nephewa mother month old baby held hostage supermarket paris jesuisjuif,26935,117,27,1
1846,553559095798931456,09 Jan 2015 14:29:07,tensions high french police stop scooter near scene kosher grocery httptcoezfzdbjrbb httptcomxjqnsm1jm,975975,217,39,2
1847,553559793940447234,09 Jan 2015 14:31:54,israeli news carrying live interview woman whose niece one hostages paris niece inside monthold baby,703,114,18,1
1848,553559880599359488,09 Jan 2015 14:32:14,httptcossmzywa1dp charlie hebdo cartoons media around world chart different courses charliehebdo httptcouieio0ksvi,7758,123,1,2
1849,553560219981459457,09 Jan 2015 14:33:35,excellent new cinema art critics jesuischarlie httptcoy2kcvdrwpo,12219,145,83,2
1850,553560429910568960,09 Jan 2015 14:34:25,special forces evacuate local residents saintmande near porte de vincennes paris photo martinbureau1 afp httptcongaavatwfw,3278,192,37,2
1851,553560480586166272,09 Jan 2015 14:34:37,photo police release photo accomplice man taken least five people hostage paris market httptcogdjpjbqbls,4553376,139,39,2
1852,553560488056225792,09 Jan 2015 14:34:39,amazing mt williamsjon frances famous cartoonist uderzo comes retirement charliehebdo httptcociufqespui,14614,229,156,2
1853,553560769246539776,09 Jan 2015 14:35:46,children among least six people taken hostage kosher store reports say parisattacks httptcoqxlwcwdavb httptcoom5eouaadt,1794603,355,54,2
1854,553561169923829760,09 Jan 2015 14:37:22,illridewithyou respectformuslims jesuischarlie trended worldwide much jesuisjuif jewish blood cheap,85633,107,69,2
1855,553561170637238272,09 Jan 2015 14:37:22,breaking police order shops closed famed jewish neighborhood central paris far attacks,4553331,1020,171,3
1856,553561452318322688,09 Jan 2015 14:38:29,breaking update france police order shops closed famed jewish neighborhood central paris following attacks,31073,112,15,3
1857,553561762466115584,09 Jan 2015 14:39:43,photo police release photo man believe taken least five people hostage paris market httptco8uzptclqun,4553423,153,35,2
1858,553562348376850433,09 Jan 2015 14:42:03,french police named two suspects killing policewoman montrouge httptcow5fam8pfq9 httptcou3fli0609g,5586796,298,91,2
